"Certainty.to.vote.in.general.election.10.is.certain","GEVote","DidyouvoteGE2015","Past.vote","Eurefvote","Certainty.to.vote.in.EU.referendum.10.is.certain","Gender","Age","Region","Ethnicity","Education","Housing","mosaic_2014_groups","postcode","parliamentary_constituency","local_authority"
"3","None.-.wont.vote","Yes.I.voted","Conservative","Dont.know","3","Female","29","North.West","White","Level.2","Owned.with.a.mortgage.or.loan","O","CT8 ","E14000852","E07000114"
NA,"Labour","Yes.I.voted","Labour","Remain","10","Male","67","Wales","White","Apprenticeship","Owned.outright.by.household","M","CF38 ","W07000075","W06000016"
"10","Labour","Yes.I.voted","Labour",NA,NA,"Male","44","London","White","Level.3","Rented.from.Local.Authority","I","RM3 ","E14000751","E09000016"
"10","Conservative","Yes.I.voted","Labour","Dont.know","4","Male","66","South.West","Prefer.not.to.say","0","Rented.from.a.private.landlord.or.letting.agency","F","HP11 ","E14001056","E07000007"
"10","Labour","Yes.I.voted","Labour","Leave","10","Female","43","West.Midlands","White","Level.1","Rented.from.council/local.authority","K","B77 ","E14000986","E07000199"
"7","Dont.know","Yes.I.voted","Liberal.Democrat","Dont.know",NA,"Female","57","North.West","White","Dont.know","Rented.from.private.landlord","C","LA8 ","E14001037","E07000031"
"10","Conservative","Yes.I.voted","Conservative","Leave","10","Male","27","Wales","White","Level.4","Owned.with.a.mortgage.or.loan","E","SA18 ","W07000067","W06000010"
NA,"Green.Party","No.I.was.ineligible.to.vote.in.that.General.Election",NA,"Remain","10","Female","47","London","White","Level.4","Owned.with.a.mortgage.or.loan","B","TW12 ","E14001005","E09000027"
"10","Labour","Yes.I.voted","Labour","Remain","10","Female","26","North.East","White","Level.1","Social.housing.rented.other.than.from.council/local.authority","J","DH6 ","E14000677","E06000047"
NA,"Would.not.vote","Yes.I.voted","Labour","Would.not.vote","Dont.know","Male","30","London","Prefer.not.to.say","0","Prefer.not.to.say","K","E14 ","E14000882","E09000030"
"10","Labour","Yes.I.voted","Labour","Remain","10","Male","74","North.East","White","Level.1.or.2","Owned.outright.by.household","F","NE3 ","E14000831","E08000021"
"10","Dont.know","Yes.I.voted","Labour","Remain","10","Female","29","North.West","White","0","Owned.outright.by.household","M","LS13 ","E14000781","E08000035"
"10","Labour","Yes.I.voted","Labour","Remain","10","Female","60","Wales","White","Level.1","Rented.from.a.private.landlord.or.letting.agency","F","SR6 ","E14000765","E08000023"
NA,"UKIP","Yes.I.voted","Labour","Remain","10","Male","69","Wales","White","Level.1","Owned.outright.by.household","F","NP12 ","W07000077","W06000018"
"10","Conservative","Yes.I.voted","Conservative","Leave",NA,"Male","60","North.West","Mixed","Other","Owned.outright.by.household","F","BL1 ","E14000580","E08000001"
"10","UKIP","Yes.I.voted","Conservative","Leave",NA,"Male","74","West.Midlands","White","Level.3","Owned.outright.by.household","E","TF7 ","E14000989","E06000020"
"10","Conservative","Yes.I.voted","Conservative","Dont.know","6","Male","68","West.Midlands","White","Dont.know","Owned.outright.by.household","F","WR11 ","E14000818","E07000238"
"0","Dont.know","No.I.chose.not.to.vote",NA,"Would.not.vote","0","Female","43","South.West","White","No.qualifications","Owned.outright.by.household","J","M40 ","E14000807","E08000003"
"10","Labour","Yes.I.voted","Green.Party","Remain",NA,"Female","35","East.of.England","White","Level.1.or.2","Rented.from.private.landlord","D","NR16 ","E14000941","E07000149"
"10","Conservative","Yes.I.voted","Conservative",NA,NA,"Female","66","Yorkshire.and.The.Humber","White","Level.3","Rented.from.private.landlord","C","YO61 ","E14000993","E07000164"
NA,"Conservative","Yes.I.voted","Scottish.National.Party.SNP","Leave","10","Male","57","Scotland","White","Level.1","Owned.with.a.mortgage.or.loan","F","AB22 ","S14000037","S12000033"
NA,"Plaid.Cymru.-.the.Welsh.Nationalists","Yes.I.voted","Plaid.Cymru-.the.Welsh.Nationalists","Leave","5","Male","56","Wales","White","0","Owned.outright.by.household","L","CF42 ","W07000052","W06000016"
"1","None.-.wont.vote","No.I.chose.not.to.vote","0","Leave","Dont.know","Female","32","South.East","White","Level.3","Prefer.not.to.say","I","GU21 ","E14001047","E07000217"
NA,"Conservative","Yes.I.voted","Liberal.Democrat","Remain","10","Male","75","Scotland","White","Level.4","Owned.outright.by.household","C","AB21 ","S14000037","S12000034"
"10","Dont.know","Yes.I.voted","Liberal.Democrat","Remain","10","Female","48","London","White","Level.2","Rented.from.a.private.landlord.or.letting.agency","N","RH16 ","E14000817","E07000228"
NA,"UKIP","Yes.I.voted","UKIP","Leave","10","Female","49","Wales","White","Level.1","Prefer.not.to.say","F","CH5 ","W07000043","W06000005"
"1","Labour","Yes.I.voted","Labour","Would.not.vote","Dont.know","Female","36","Scotland","White","0","Owned.with.a.mortgage.or.loan","D","FY4 ","E14000573","E06000009"
NA,"Would.not.vote","No.I.chose.not.to.vote",NA,"Would.not.vote","9","Male","62","Wales","White","0","Owned.outright.by.household","D","CF39 ","W07000074","W06000016"
"9","UKIP","Yes.I.voted","Conservative","Leave","9","Female","69","East.Midlands","White","Dont.know","Owned.outright.by.household","E","NN8 ","E14001025","E07000156"
NA,"Conservative","Yes.I.voted","Conservative","Leave","10","Male","64","Wales","White","Level.2","Owned.outright.by.household","C","LD1 ","W07000068","W06000023"
"10","Conservative","Yes.I.voted","Conservative","Remain",NA,"Male","54","East.Midlands","White","No.formal.qualifications","Being.bought.on.a.mortgage","D","NN7 ","E14000942","E07000155"
NA,"Plaid.Cymru.-.the.Welsh.Nationalists","No.I.chose.not.to.vote",NA,"Remain","1","Female","42","Wales","White","0","Owned.with.a.mortgage.or.loan","H","LL60 ","W07000041","W06000001"
NA,"Conservative","Yes.I.voted","UKIP","Leave","10","Female","53","London","White","Level.4","Owned.with.a.mortgage.or.loan","N","TW5 ","E14000701","E09000018"
NA,"Labour","Yes.I.voted","Labour","Remain","10","Female","40","London","White","Level.4","Shared.ownership.part.owned.and.part.rented","O","BR3 ","E14000788","E09000006"
"10","Labour","No.I.wanted.to.vote.but.was.unable.to.do.so","0","Remain","10","Male","59","Yorkshire.and.The.Humber","White","Level.4","Owned.outright.by.household","K","PE25 ","E14000582","E07000137"
"10","Conservative","Yes.I.voted","Conservative","Leave",NA,"Male","68","East.Midlands","White","Level.1.or.2","Owned.outright.by.household","D","PE20 ","E14000582","E07000136"
NA,"Scottish.National.Party.SNP","Yes.I.voted","Scottish.National.Party.SNP","Leave","10","Female","44","Scotland","White","Level.1","Owned.outright.by.household","G","EH32 ","S14000020","S12000010"
NA,"Labour","Yes.I.voted","Labour","Remain","10","Female","69","Wales","White","Level.4","Owned.outright.by.household","L","CH5 ","W07000043","W06000005"
"10","Labour","Yes.I.voted","Labour","Dont.know","9","Female","32","East.of.England","White","Level.1.or.2","Rented.from.private.landlord","H","IP24 ","E14000952","E07000143"
NA,"Conservative","Yes.I.voted","Conservative","Remain","10","Female","31","Scotland","White","Level.1","Rented.from.council/local.authority","J","DG9 ","S14000013","S12000006"
"10","Labour","Yes.I.voted","Labour","Leave","10","Male","58","West.Midlands","White","Level.3","Other/Dont.know","J","B45 ","E14000565","E08000025"
"10","Labour","Yes.I.voted","Labour","Remain","10","Male","68","North.West","White","Level.1.or.2","Owned.outright.by.household","B","L18 ","E14000793","E08000012"
"0","None.-.wont.vote","No.I.chose.not.to.vote","0",NA,NA,"Female","60","West.Midlands","White","No.formal.qualifications","Owned.outright.by.household","M","CV12 ","E14000854","E07000219"
"0","Dont.know","No.I.chose.not.to.vote","0","Leave",NA,"Male","52","North.West","White","Level.1.or.2","Rented.from.Local.Authority","L","OL4 ","E14000870","E08000004"
NA,"Conservative","Yes.I.voted","Liberal.Democrat","Leave","10","Male","53","London","White","Level.3","Owned.with.a.mortgage.or.loan","F","SM1 ","E14000984","E09000029"
"10","Labour","Yes.I.voted","Labour","Leave",NA,"Male","49","South.East","White","Level.4","Being.bought.on.a.mortgage","B","PE8 ","E14000648","E07000152"
"10","UKIP","Yes.I.voted","Conservative","Leave","10","Male","47","South.East","White","Level.2","Owned.outright.by.household","O","M33 ","E14001059","E08000009"
NA,"Dont.know","Yes.I.voted","Labour","Remain","10","Male","66","London","White","Level.2","Owned.outright.by.household","A","SE4 ","E14000789","E09000023"
"10","Labour","Yes.I.voted","Labour",NA,NA,"Female","43","Scotland","White","Level.3","Owned.outright.by.household","M","FK7 ","S14000057","S12000030"
NA,"Dont.know","Yes.I.voted","Conservative","Remain","10","Female","56","Scotland","White","Level.1","Owned.outright.by.household","M","AB16 ","S14000001","S12000033"
NA,"Would.not.vote","No.I.chose.not.to.vote",NA,"Leave","10","Male","66","Wales","White","Level.1","Owned.outright.by.household","D","CF44 ","W07000070","W06000016"
NA,"Conservative","Yes.I.voted","Conservative","Remain","10","Female","47","Scotland","White","Level.4","Owned.with.a.mortgage.or.loan","O","PH1 ","S14000054","S12000024"
"9","Labour","Yes.I.voted","Labour","Remain",NA,"Female","67","East.Midlands","White","No.formal.qualifications","Rented.from.Local.Authority","L","S43 ","E14000632","E07000034"
"6","Dont.know","Yes.I.voted","Labour","Remain","8","Male","28","Scotland","White","Level.4","Owned.with.a.mortgage.or.loan","O","AB24 ","S14000001","S12000033"
"10","Labour","Yes.I.voted","Liberal.Democrat","Remain","10","Female","63","Yorkshire.and.The.Humber","White","Level.3","Owned.outright.by.household","C","YO41 ","E14000683","E06000011"
"10","UKIP","Yes.I.voted","UKIP","Leave","10","Female","59","East.of.England","White","Level.3","Being.bought.on.a.mortgage","F","IP1 ","E14000624","E07000202"
"5","UKIP","Yes.I.voted","UKIP","Leave","9","Male","26","West.Midlands","White","Level.1","Owned.with.a.mortgage.or.loan","O","CV4 ","E14000650","E08000026"
NA,"Scottish.National.Party.SNP","Yes.I.voted","Scottish.National.Party.SNP","Leave","10","Male","51","Scotland","White","0","Rented.from.council/local.authority","K","KA8 ","S14000006","S12000028"
NA,"Would.not.vote","No.I.chose.not.to.vote",NA,"Would.not.vote","0","Female","53","London","White","0","Social.housing.rented.other.than.from.council/local.authority","A","E14 ","E14000882","E09000030"
"10","Labour","Yes.I.voted","Labour",NA,NA,"Male","54","North.East","White","No.formal.qualifications","Rented.from.Housing.Association","I","TD15 ","E14000554","E06000057"
NA,"Labour","Yes.I.voted","Labour","Remain","10","Male","39","Scotland","White","Level.1","Owned.with.a.mortgage.or.loan","B","EH10 ","S14000025","S12000036"
"1","None.-.wont.vote","No.I.chose.not.to.vote",NA,"Would.not.vote","1","Female","Prefer.not.to.say","North.West","White","0","Prefer.not.to.say","O","NP12 ","W07000077","W06000018"
"0","None.-.wont.vote","No.I.chose.not.to.vote","0",NA,NA,"Male","53","East.of.England","White","No.formal.qualifications","Rented.from.Housing.Association","K","SG19 ","E14000841","E06000056"
NA,"Would.not.vote","No.I.chose.not.to.vote",NA,"Would.not.vote","0","Female","39","Scotland","White","Level.1","Rented.from.a.private.landlord.or.letting.agency","O","AB42 ","S14000007","S12000034"
"10","Conservative","Yes.I.voted","Conservative","Remain","10","Male","51","South.East","White","Level.3","Being.bought.on.a.mortgage","B","SL4 ","E14001042","E06000040"
"8","Labour","Yes.I.voted","Labour","Leave","10","Female","30","Yorkshire.and.The.Humber","White","Other","Being.bought.on.a.mortgage","G","WF8 ","E14000836","E08000036"
"10","Conservative","Yes.I.voted","Conservative","Remain","10","Male","64","Yorkshire.and.The.Humber","White","Level.2","Owned.outright.by.household","C","HG3 ","E14000928","E07000165"
"10","Conservative","Yes.I.voted","Conservative","Remain","10","Male","62","West.Midlands","White","Level.1","Owned.outright.by.household","B","CV35 ","E14001019","E07000222"
"10","Conservative","Yes.I.voted","Conservative","Remain","10","Male","37","South.West","Asian/Asian.British","Level.4","Owned.with.a.mortgage.or.loan","I","LE9 ","E14000625","E07000129"
NA,"Dont.know","Yes.I.voted","Liberal.Democrat","Remain","10","Female","68","Scotland","White","No.qualifications","Rented.from.council/local.authority","O","G62 ","S14000018","S12000045"
"10","UKIP","Yes.I.voted","UKIP","Leave","10","Male","47","Yorkshire.and.The.Humber","White","Level.2","Owned.outright.by.household","F","SA16 ","W07000045","W06000010"
"10","UKIP","Yes.I.voted","UKIP","Leave","10","Female","54","South.East","White","Level.4","Owned.outright.by.household","B","S65 ","E14000904","E08000018"
"1","None.-.wont.vote","No.I.chose.not.to.vote","0","Would.not.vote","1","Female","33","West.Midlands","White","Level.1.or.2","Rented.from.private.landlord","J","DE13 ","E14000610","E07000193"
"10","Conservative","Yes.I.voted","Conservative","Dont.know","8","Female","60","South.West","White","No.formal.qualifications","Rented.from.Housing.Association","D","DT6 ","E14001031","E07000052"
NA,"Liberal.Democrat","Yes.I.voted","Liberal.Democrat","Remain","6","Female","53","Scotland","White","Level.1","Owned.with.a.mortgage.or.loan","D","AB21 ","S14000058","S12000034"
"10","Dont.know","Yes.I.voted","UKIP","Leave","10","Male","74","South.West","Prefer.not.to.say","Level.4","Being.bought.on.a.mortgage","C","TA22 ","E14000595","E07000191"
NA,"Conservative","Yes.I.voted","Conservative","Dont.know","5","Male","50","London","White","Level.3","Owned.with.a.mortgage.or.loan","G","DA15 ","E14000869","E09000004"
NA,"Green.Party","Yes.I.voted","Green.Party","Remain","10","Female","69","Scotland","White","Level.4","Owned.outright.by.household","F","G66 ","S14000018","S12000045"
"10","Conservative","Yes.I.voted","Other.party","Remain","10","Female","55","West.Midlands","White","0","Prefer.not.to.say","L","BT82 ","N06000018","N09000005"
NA,"Labour","Yes.I.voted","Labour","Leave","10","Male","59","Wales","White","Other","Rented.from.a.private.landlord.or.letting.agency","M","NP23 ","W07000072","W06000019"
"10","Conservative","Yes.I.voted","Conservative","Leave",NA,"Male","44","West.Midlands","White","Level.1.or.2","Being.bought.on.a.mortgage","H","SY11 ","E14000849","E06000051"
"10","Labour","Yes.I.voted","Labour","Remain",NA,"Female","56","Scotland","White","Level.3","Being.bought.on.a.mortgage","F","AB12 ","S14000058","S12000034"
"10","UKIP","Yes.I.voted","UKIP","Leave","10","Female","34","North.West","White","Level.3","Rented.from.Local.Authority","K","BL0 ","E14000611","E08000002"
"10","Labour","Yes.I.voted","Green.Party","Remain","10","Female","28","East.of.England","White","Level.1","Owned.with.a.mortgage.or.loan","H","SR8 ","E14000677","E06000047"
"10","Labour","Yes.I.voted","Labour","Remain","8","Female","45","London","Black/Black.British","Level.1","Prefer.not.to.say","K","N1 ","E14000764","E09000019"
NA,"Scottish.National.Party.SNP","Yes.I.voted","Scottish.National.Party.SNP","Leave","10","Female","72","Scotland","White","Level.4","Owned.outright.by.household","C","PH33 ","S14000055","S12000017"
NA,"Conservative","Yes.I.voted","Conservative","Leave","10","Female","35","Scotland","White","0","Owned.with.a.mortgage.or.loan","O","AB10 ","S14000002","S12000033"
"10","Scottish.National.Party.SNP","Yes.I.voted","Scottish.National.Party.SNP","Dont.know",NA,"Female","23","Scotland","White","Dont.know","Being.bought.on.a.mortgage","K","KA5 ","S14000010","S12000028"
"10","Conservative","Yes.I.voted","Conservative","Remain",NA,"Male","56","North.East","White","Level.4","Owned.outright.by.household","D","NE15 ","E14000746","E06000057"
NA,"Dont.know","Yes.I.voted","Dont.know","Dont.know","10","Female","48","Wales","White","Level.1","Rented.from.a.private.landlord.or.letting.agency","O","CF23 ","W07000050","W06000015"
NA,"Labour","Yes.I.voted","Labour","Remain","10","Male","24","London","White","Level.1","Rented.from.a.private.landlord.or.letting.agency","A","NW1 ","E14000750","E09000007"
"10","Labour","Yes.I.voted","Labour","Remain","10","Female","60","London","White","Other","Owned.outright.by.household","A","W6 ","E14000726","E09000013"
"8","Labour","Yes.I.voted","Labour","Dont.know",NA,"Female","30","Wales","White","Level.1.or.2","Rented.from.private.landlord","J","LL12 ","W07000043","W06000005"
"10","Dont.know","Yes.I.voted","Dont.remember","Remain","10","Male","Prefer.not.to.say","South.East","White","Level.1","Owned.with.a.mortgage.or.loan","K","DE75 ","E14000533","E07000032"
"10","Scottish.National.Party.SNP","Yes.I.voted","Scottish.National.Party.SNP","Remain","10","Female","33","Unknown","White","Level.1.or.2","Being.bought.on.a.mortgage","O","PA19 ","S14000038","S12000018"
"10","Labour","Yes.I.voted","Labour","Leave","10","Male","52","North.West","White","Level.1","Rented.from.council/local.authority","I","M30 ","E14001054","E08000006"
"10","Labour","Yes.I.voted","Labour",NA,NA,"Female","Prefer.not.to.say","London","White","Other","Owned.outright.by.household","A","N8 ","E14001002","E09000014"
NA,"Scottish.National.Party.SNP","Yes.I.voted","Scottish.National.Party.SNP","Remain","10","Male","43","Scotland","White","Level.3","Rented.from.a.private.landlord.or.letting.agency","O","KY11 ","S14000041","S12000015"
"10","Labour","Yes.I.voted","Labour","Remain","10","Female","31","Scotland","White","Level.4","Being.bought.on.a.mortgage","H","G64 ","S14000018","S12000045"
"10","Conservative","Yes.I.voted","Conservative","Remain",NA,"Female","72","East.Midlands","White","Level.4","Owned.outright.by.household","E","NG4 ","E14000710","E07000173"
"10","Conservative","Yes.I.voted","Conservative","Remain","10","Female","78","South.East","White","Level.1","Owned.outright.by.household","D","SE26 ","E14000788","E09000023"
"5","Green.Party","No.I.chose.not.to.vote","0","Remain",NA,"Female","41","South.East","White","Level.4","Rented.from.Housing.Association","D","TN33 ","E14000557","E07000064"
"10","Conservative","Yes.I.voted","Conservative","Remain","10","Female","62","Scotland","White","Level.1.or.2","Owned.outright.by.household","B","FK9 ","S14000057","S12000030"
"10","Labour","Yes.I.voted","Labour","Remain","10","Male","48","Yorkshire.and.The.Humber","White","Level.1","Owned.with.a.mortgage.or.loan","J","LS6 ","E14000777","E08000035"
"10","Scottish.National.Party.SNP","Yes.I.voted","Scottish.National.Party.SNP","Remain","10","Male","61","Wales","White","Level.2","Owned.with.a.mortgage.or.loan","F","KY8 ","S14000036","S12000015"
"10","Labour","Yes.I.voted","Labour","Remain","10","Female","30","West.Midlands","White","Level.3","Rented.from.private.landlord","O","ST4 ","E14000972","E06000021"
"7","Conservative","No.I.wanted.to.vote.but.was.unable.to.do.so",NA,"Leave","10","Male","54","Scotland","White","Level.2","Owned.with.a.mortgage.or.loan","C","HU13 ","E14000773","E06000011"
"10","Scottish.National.Party.SNP","Yes.I.voted","Scottish.National.Party.SNP","Remain","10","Female","72","Scotland","White","Level.3","Social.housing.rented.other.than.from.council/local.authority","L","G82 ","S14000059","S12000039"
"3","Conservative","Yes.I.voted","Conservative","Dont.know","Dont.know","Female","68","South.West","White","Level.1","Owned.with.a.mortgage.or.loan","E","CV2 ","E14000649","E08000026"
NA,"Scottish.National.Party.SNP","Yes.I.voted","Scottish.National.Party.SNP","Remain","10","Female","45","Scotland","White","Level.2","Owned.with.a.mortgage.or.loan","I","G33 ","S14000030","S12000046"
"7","Conservative","Yes.I.voted","Conservative",NA,NA,"Female","25","South.East","White","Level.4","Rented.from.private.landlord","O","BN2 ","E14000598","E06000043"
"Dont.know","Dont.know","No.I.chose.not.to.vote",NA,"Leave","6","Male","43","Yorkshire.and.The.Humber","White","Level.2","Owned.with.a.mortgage.or.loan","F","S25 ","E14000903","E08000018"
"10","UKIP","Yes.I.voted","UKIP","Leave","10","Female","64","South.West","White","Level.1","Owned.outright.by.household","D","EX39 ","E14001000","E07000046"
NA,"Would.not.vote","Yes.I.voted","Conservative","Leave","10","Male","55","Wales","White","Level.2","Owned.with.a.mortgage.or.loan","B","LL29 ","W07000059","W06000003"
"10","Conservative","Yes.I.voted","Conservative",NA,NA,"Male","33","South.East","Black/Black.British","Other","Rented.from.private.landlord","H","PO15 ","E14000811","E07000094"
"10","Labour","Yes.I.voted","Labour","Remain","10","Male","29","North.East","White","Level.1","Owned.with.a.mortgage.or.loan","J","DH7 ","E14000856","E06000047"
"10","UKIP","Yes.I.voted","Conservative","Leave","10","Female","39","South.East","White","Level.1","Prefer.not.to.say","N","SL2 ","E14000930","E06000039"
"10","UKIP","Yes.I.voted","UKIP","Leave","10","Male","32","South.East","White","No.qualifications","Rented.from.council/local.authority","L","PO13 ","E14000713","E07000088"
NA,"Would.not.vote","No.I.chose.not.to.vote",NA,"Would.not.vote","Dont.know","Female","43","Scotland","White","Level.1","Rented.from.a.private.landlord.or.letting.agency","C","DG11 ","S14000014","S12000006"
NA,"Conservative","Yes.I.voted","Conservative","Remain","10","Male","69","Scotland","White","Level.1","Owned.outright.by.household","B","EH14 ","S14000025","S12000036"
"10","Conservative","Yes.I.voted","Conservative",NA,NA,"Male","41","South.West","White","Level.4","Being.bought.on.a.mortgage","D","PL26 ","E14000961","E06000052"
"10","Conservative","Yes.I.voted","Conservative","Remain","10","Female","55","East.of.England","White","Level.4","Owned.outright.by.household","N","CO7 ","E14000734","E07000071"
"5","UKIP","Yes.I.voted","Labour","Dont.know","10","Male","47","South.West","White","0","Rented.from.council/local.authority","I","M29 ","E14000785","E08000010"
"7","Conservative","No.I.wanted.to.vote.but.was.unable.to.do.so",NA,"Dont.know","10","Male","60","South.West","White","Level.2","Owned.outright.by.household","K","DT5 ","E14000936","E07000053"
"10","Labour","Yes.I.voted","Labour",NA,NA,"Female","38","Yorkshire.and.The.Humber","White","Level.4","Rented.from.private.landlord","O","S10 ","E14000922","E08000019"
"10","UKIP","Yes.I.voted","UKIP",NA,NA,"Male","63","East.of.England","White","Level.4","Owned.outright.by.household","F","CO16 ","E14000642","E07000076"
"7","UKIP","Yes.I.voted","Dont.remember","Leave","Dont.know","Female","80","Yorkshire.and.The.Humber","White","No.qualifications","Owned.with.a.mortgage.or.loan","E","DN7 ","E14000669","E08000017"
NA,"Conservative","No.I.was.ineligible.to.vote.in.that.General.Election",NA,"Remain","0","Male","45","London","Other.Ethnic.Group","Level.4","Owned.with.a.mortgage.or.loan","A","TW10 ","E14000896","E09000027"
NA,"Dont.know","No.I.chose.not.to.vote",NA,"Would.not.vote","Dont.know","Female","28","London","White","Level.3","Rented.from.council/local.authority","O","N1 ","E14000764","E09000019"
NA,"Labour","Yes.I.voted","Labour","Leave","10","Female","60","Wales","White","0","Owned.with.a.mortgage.or.loan","G","SA7 ","W07000048","W06000011"
"10","Conservative","Yes.I.voted","Conservative",NA,NA,"Female","Prefer.not.to.say","North.West","White","Level.3","Being.bought.on.a.mortgage","H","WA5 ","E14001018","E06000007"
NA,"Conservative","Yes.I.voted","Dont.remember","Dont.know","10","Female","60","Wales","White","Level.1","Owned.outright.by.household","N","CF14 ","W07000051","W06000015"
NA,"Dont.know","No.I.chose.not.to.vote",NA,"Remain","10","Female","42","Scotland","White","Level.2","Rented.from.council/local.authority","I","DG9 ","S14000013","S12000006"
"10","Dont.know","No.I.wanted.to.vote.but.was.unable.to.do.so","0","Dont.know","10","Male","42","Yorkshire.and.The.Humber","White","Level.1","Owned.with.a.mortgage.or.loan","F","LS24 ","E14000917","E07000169"
"10","UKIP","Yes.I.voted","Labour","Leave","10","Male","51","West.Midlands","White","Level.1.or.2","Being.bought.on.a.mortgage","I","WS2 ","E14001012","E08000030"
"10","Labour","Yes.I.voted","Labour","Dont.know","Dont.know","Female","42","North.West","White","Level.2","Owned.with.a.mortgage.or.loan","K","L28 ","E14000775","E08000011"
"10","Conservative","Yes.I.voted","Conservative","Leave","10","Male","50","South.East","White","Level.1","Owned.outright.by.household","G","GU23 ","E14000824","E07000209"
"10","Labour","Yes.I.voted","Labour",NA,NA,"Female","64","South.East","White","Other","Owned.outright.by.household","M","MK6 ","E14000821","E06000042"
NA,"Conservative","Cant.remember",NA,"Remain","10","Male","80","Wales","White","0","Owned.outright.by.household","E","CF35 ","W07000074","W06000013"
"9","Dont.know","No.I.wanted.to.vote.but.was.unable.to.do.so","blank","Dont.know","7","Female","58","South.East","White","Other","Rented.from.private.landlord","J","CT11 ","E14000948","E07000114"
NA,"UKIP","Yes.I.voted","UKIP","Leave","10","Male","75","Wales","White","Level.2","Owned.outright.by.household","M","CF48 ","W07000071","W06000024"
NA,"Conservative","Yes.I.voted","Conservative","Leave","10","Female","45","Scotland","White","Level.1","Owned.with.a.mortgage.or.loan","O","G77 ","S14000021","S12000011"
NA,"Scottish.National.Party.SNP","Yes.I.voted","Scottish.National.Party.SNP","Remain","8","Male","46","Scotland","White","Level.1","Rented.from.council/local.authority","K","KA5 ","S14000010","S12000028"
"10","Conservative","Yes.I.voted","Conservative",NA,NA,"Male","45","Scotland","White","Level.1.or.2","Owned.outright.by.household","D","EH41 ","S14000020","S12000010"
"10","Conservative","Yes.I.voted","Conservative",NA,NA,"Male","34","London","White","Level.4","Being.bought.on.a.mortgage","O","TW10 ","E14000896","E09000027"
"10","Labour","Yes.I.voted","Labour","Remain","10","Male","68","London","White","Level.1","Rented.from.council/local.authority","A","PO1 ","E14000884","E06000044"
"10","Labour","Yes.I.voted","Labour","Leave",NA,"Male","32","West.Midlands","White","Level.1.or.2","Rented.from.private.landlord","I","SY11 ","E14000849","E06000051"
"3","Dont.know","Yes.I.voted","Other.party",NA,NA,"Male","71","East.of.England","White","Other","Rented.from.Housing.Association","D","SG14 ","E14000845","E07000242"
NA,"Scottish.National.Party.SNP","Yes.I.voted","Scottish.National.Party.SNP","Remain","8","Female","47","Scotland","White","Level.1","Owned.with.a.mortgage.or.loan","I","G45 ","S14000034","S12000046"
"10","Labour","Yes.I.voted","Labour","Leave","10","Male","34","West.Midlands","White","Level.1","Owned.outright.by.household","G","S70 ","E14000541","E08000016"
"10","Dont.know","Yes.I.voted","Conservative","Leave","10","Male","54","East.of.England","White","Level.4","Owned.outright.by.household","K","MK8 ","E14000822","E06000042"
"10","Dont.know","Yes.I.voted","Labour","Leave","10","Male","64","North.West","White","Other","Owned.outright.by.household","F","M32 ","E14000979","E08000009"
"8","Labour","Yes.I.voted","Labour","Dont.know",NA,"Female","61","East.Midlands","White","Dont.know","Rented.from.Local.Authority","I","ST3 ","E14000974","E06000021"
"10","Labour","Yes.I.voted","Labour","Remain","10","Female","54","North.West","White","Level.1","Owned.outright.by.household","K","GU34 ","E14000680","E07000085"
"10","Labour","Yes.I.voted","Conservative","Leave","10","Female","27","Wales","White","Level.4","Being.bought.on.a.mortgage","B","CF14 ","W07000051","W06000015"
NA,"Other.party","Yes.I.voted","Conservative","Remain","10","Male","66","London","White","Level.4","Owned.with.a.mortgage.or.loan","B","CR2 ","E14000656","E09000008"
NA,"UKIP","Yes.I.voted","UKIP","Leave","10","Male","63","Wales","White","Level.2","Owned.outright.by.household","I","CF48 ","W07000071","W06000024"
"0","Dont.know","Yes.I.voted","Labour","Would.not.vote","1","Female","69","East.Midlands","White","Level.2","Privately.rented.from.someone.other.than.a.private.landlord.or.letting.agency","C","SK12 ","E14000802","E06000049"
"10","UKIP","Yes.I.voted","UKIP","Leave","10","Female","49","South.West","White","Other","Rented.from.private.landlord","L","TQ4 ","E14000999","E06000027"
"10","Dont.know","Yes.I.voted","UKIP","Dont.know","10","Female","Prefer.not.to.say","Yorkshire.and.The.Humber","Other.ethnic.group","Level.4","Rented.from.a.private.landlord.or.letting.agency","E","SN3 ","E14000947","E06000030"
NA,"Conservative","Yes.I.voted","Conservative","Leave","10","Male","32","London","White","Level.2","Owned.with.a.mortgage.or.loan","O","BR6 ","E14000872","E09000006"
"1","None.-.wont.vote","No.I.chose.not.to.vote",NA,"Leave","7","Male","74","South.West","White","Level.1","Privately.rented.from.someone.other.than.a.private.landlord.or.letting.agency","E","M18 ","E14000808","E08000003"
NA,"Labour","Yes.I.voted","Labour","Remain","7","Female","61","Wales","White","Level.1","Owned.with.a.mortgage.or.loan","F","NP4 ","W07000053","W06000020"
NA,"UKIP","Yes.I.voted","UKIP","Leave","10","Male","56","Scotland","White","Level.1","Owned.outright.by.household","M","EH48 ","S14000043","S12000040"
"10","Labour","Yes.I.voted","Labour","Remain","10","Male","49","North.West","White","Level.3","Being.bought.on.a.mortgage","D","CA14 ","E14001053","E07000026"
NA,"Labour","Yes.I.voted","Labour","Leave","10","Female","62","Wales","White","Level.1","Owned.outright.by.household","J","NP19 ","W07000055","W06000022"
